aircraft_type,country,type_of_travellers,route,seat_types,seat_comfort,cabin_staff_service,ground_service,food_beverages,wifi_connectivity,inflight_entertainment,value_for_money,recommended
A320,United Kingdom,Business,Lisbon to London,Economy Class,2.0,2.0,3.0,0.0,0.0,0.0,2.0,no
A320,Germany,Solo Leisure,Berlin to London,Economy Class,5.0,5.0,5.0,2.0,0.0,3.0,2.0,yes
A320,Canada,Solo Leisure,Istanbul to London,Economy Class,3.0,5.0,3.0,1.0,0.0,1.0,2.0,no
Boeing 777-200,United Kingdom,Business,London Heathrow to Chicago,First Class,1.0,1.0,3.0,1.0,1.0,1.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,Gatwick to Cape Town,Economy Class,4.0,3.0,4.0,2.0,0.0,2.0,4.0,yes
Boeing 787-8 / 787-9,Canada,Solo Leisure,Toronto to London,Premium Economy,3.0,4.0,4.0,2.0,0.0,1.0,3.0,no
A319,United Kingdom,Business,London Heathrow to Stuttgart,Economy Class,1.0,2.0,1.0,1.0,0.0,0.0,1.0,no
Boeing 747-400,United Kingdom,Couple Leisure,London to Las Vegas,Economy Class,4.0,5.0,5.0,5.0,0.0,4.0,5.0,yes
A320,United Kingdom,Business,London Heathrow to Rome,Economy Class,4.0,1.0,5.0,1.0,0.0,0.0,2.0,no
Embraer 170,United Kingdom,Solo Leisure,Edinburgh to London City,Economy Class,3.0,3.0,1.0,3.0,0.0,0.0,4.0,no
Boeing 747,Ghana,Couple Leisure,Accra to London Heathrow,Economy Class,2.0,3.0,4.0,2.0,0.0,3.0,3.0,no
Boeing 777,United Kingdom,Couple Leisure,London Gatwick to Mauritius ,Business Class,4.0,3.0,2.0,4.0,0.0,4.0,3.0,no
Boeing 747-400,United Kingdom,Solo Leisure,London to Vancouver,Economy Class,2.0,5.0,4.0,4.0,0.0,3.0,3.0,yes
A380,United Kingdom,Solo Leisure,Washington to London,Economy Class,5.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
Boeing 777,United Kingdom,Business,Bangkok to London,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,1.0,no
Boeing 777,China,Business,London to Hong Kong,Business Class,4.0,4.0,4.0,4.0,0.0,4.0,4.0,yes
A320,China,Business,Paris to London,Business Class,3.0,4.0,4.0,3.0,0.0,0.0,4.0,yes
Boeing 747,United States,Business,Chicago to London Heathrow,Premium Economy,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
"Boeing 767, A319",United Kingdom,Family Leisure,London Heathrow to Rome,Economy Class,2.0,2.0,4.0,2.0,0.0,2.0,2.0,no
A319,United Kingdom,Solo Leisure,London to Brussels,Economy Class,5.0,5.0,5.0,2.0,0.0,0.0,4.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,Dublin to Seattle via London Heathrow,Economy Class,2.0,5.0,1.0,1.0,0.0,3.0,3.0,no
Boeing 767-300 ,United Kingdom,Business,London Heathrow to Athens,Economy Class,2.0,2.0,2.0,1.0,0.0,1.0,2.0,no
Boeing 777,Australia,Business,Doha to London Heathrow,Business Class,1.0,1.0,3.0,1.0,0.0,4.0,2.0,no
A319,United Kingdom,Solo Leisure,LBA to LHR,Economy Class,3.0,2.0,4.0,1.0,0.0,0.0,3.0,no
A380,Spain,Business,Los Angeles to London,Economy Class,2.0,1.0,2.0,1.0,0.0,1.0,1.0,no
Boeing 777,United States,Couple Leisure,TPA to ATH via LGW,Economy Class,4.0,5.0,5.0,4.0,0.0,3.0,5.0,yes
A380,China,Solo Leisure,Hong Kong to London,Business Class,4.0,4.0,4.0,3.0,0.0,3.0,5.0,yes
A320,United Kingdom,Business,LHR to IST,Business Class,0.0,0.0,1.0,0.0,0.0,0.0,1.0,no
A320,United Kingdom,Solo Leisure,Gatwick to Salzburg,Business Class,4.0,4.0,5.0,4.0,0.0,0.0,5.0,yes
Boeing 777-200ER,United Kingdom,Couple Leisure,Gatwick to Barbados,Economy Class,2.0,3.0,3.0,1.0,1.0,1.0,2.0,no
A320,France,Business,Bordeaux to London Gatwick,Economy Class,2.0,3.0,5.0,2.0,0.0,0.0,5.0,yes
A380,United Kingdom,Couple Leisure,LHR to SFO,Business Class,5.0,5.0,1.0,5.0,0.0,4.0,4.0,yes
A320,Denmark,Solo Leisure,London Heathrow to Copenhagen,Economy Class,3.0,4.0,4.0,0.0,0.0,0.0,3.0,no
A380,Poland,Solo Leisure,LHR to IAD,Economy Class,3.0,5.0,5.0,5.0,0.0,5.0,5.0,yes
Boeing 777,United Kingdom,Solo Leisure,LHR to HKG,Business Class,1.0,2.0,1.0,2.0,0.0,2.0,2.0,no
Boeing 777,United Kingdom,Couple Leisure,London Gatwick to Mauritius,Economy Class,4.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
A320,United Kingdom,Solo Leisure,London Gatwick to Barcelona,Business Class,1.0,1.0,1.0,1.0,0.0,0.0,1.0,no
A320,United Kingdom,Solo Leisure,SOF to LHR,Economy Class,1.0,1.0,2.0,1.0,0.0,0.0,1.0,no
A380 / Boeing 777,United States,Solo Leisure,IAD to BCN via LHR,Premium Economy,5.0,5.0,5.0,5.0,0.0,0.0,5.0,yes
Boeing 747,Canada,Solo Leisure,YVR to LHR,Economy Class,3.0,5.0,5.0,5.0,0.0,3.0,4.0,yes
A320,United States,Business,LHR to MXP,Economy Class,1.0,1.0,2.0,1.0,1.0,1.0,3.0,no
A380,United Kingdom,Couple Leisure,London to Johannesburg,Economy Class,4.0,2.0,2.0,1.0,0.0,3.0,2.0,no
A320,Switzerland,Business,London to Zurich,Economy Class,2.0,1.0,2.0,1.0,0.0,0.0,1.0,no
A321,United Kingdom,Business,MAD to LHR,Economy Class,2.0,3.0,3.0,1.0,1.0,1.0,1.0,no
Boeing 777,United Kingdom,Solo Leisure,LHR to PHL,First Class,5.0,4.0,4.0,4.0,0.0,4.0,5.0,yes
A320,United Kingdom,Business,MLA to LGW,Business Class,2.0,3.0,3.0,0.0,0.0,0.0,2.0,no
Boeing 747-400,United Kingdom,Couple Leisure,LHR to CPT,First Class,3.0,5.0,3.0,4.0,0.0,2.0,3.0,no
A320 / Boeing 787,Germany,Business,DUS to PHL via LHR,Premium Economy,5.0,3.0,3.0,5.0,0.0,5.0,4.0,no
Boeing 747 / A380,United Kingdom,Solo Leisure,SFO to JNB via LHR,Business Class,4.0,3.0,4.0,3.0,0.0,3.0,3.0,yes
A320,United Kingdom,Couple Leisure,London to Manchester,Economy Class,5.0,5.0,5.0,3.0,0.0,1.0,3.0,yes
Boeing 787,United States,Couple Leisure,Lisbon to San Jose via London,Business Class,3.0,4.0,3.0,4.0,0.0,3.0,4.0,yes
Boeing 747-400,United Kingdom,Business,LHR to PHX,Premium Economy,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,Gatwick to Tampa,Business Class,3.0,3.0,1.0,2.0,0.0,2.0,1.0,no
Boeing 747,United Kingdom,Solo Leisure,Miami to London,Economy Class,2.0,1.0,2.0,1.0,1.0,1.0,1.0,no
Boeing 747,United Kingdom,Business,LHR to DXB,Economy Class,2.0,2.0,1.0,1.0,0.0,2.0,2.0,no
Boeing 777,France,Couple Leisure,BKK to CDG via LHR,Business Class,2.0,5.0,1.0,1.0,1.0,1.0,1.0,no
A320,Japan,Solo Leisure,GLA to LGW,Economy Class,1.0,4.0,4.0,1.0,0.0,0.0,2.0,no
Boeing 747-400,United Kingdom,Couple Leisure,LHR to CPT,Business Class,3.0,3.0,4.0,3.0,0.0,3.0,3.0,no
Boeing 787-9,United Kingdom,Solo Leisure,LHR to KUL,First Class,3.0,1.0,3.0,1.0,0.0,3.0,1.0,no
A320,United Kingdom,Solo Leisure,LED to LHR,Economy Class,3.0,4.0,4.0,1.0,0.0,1.0,2.0,no
Boeing 777,United Kingdom,Couple Leisure,LGW to BGI,Business Class,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 747-400,United States,Solo Leisure,LAS to LHR,Business Class,3.0,5.0,4.0,5.0,0.0,2.0,3.0,yes
A320,United Kingdom,Couple Leisure,FUE to LGW,Economy Class,2.0,3.0,4.0,1.0,0.0,0.0,3.0,no
Boeing 777,United Kingdom,Solo Leisure,IAH to LHR,Business Class,4.0,2.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777,United Kingdom,Couple Leisure,LGW to CUN,Business Class,3.0,3.0,3.0,1.0,0.0,1.0,2.0,no
Boeing 777,Switzerland,Solo Leisure,LHR to HKG,Business Class,3.0,2.0,1.0,2.0,0.0,4.0,1.0,no
A321,United Kingdom,Solo Leisure,LHR to AMM,Business Class,5.0,5.0,3.0,3.0,0.0,3.0,4.0,yes
A320 / Boeing 767,United Kingdom,Family Leisure,LHR to FCO,Economy Class,4.0,5.0,5.0,4.0,0.0,0.0,4.0,yes
Boeing 787,United Kingdom,Couple Leisure,KUL to LHR,Economy Class,1.0,3.0,4.0,2.0,1.0,1.0,2.0,no
A320,Greece,Couple Leisure,ATH to LHR,Economy Class,4.0,5.0,5.0,3.0,0.0,0.0,4.0,yes
Boeing 747,United Kingdom,Family Leisure,MIA to LHR,Business Class,1.0,4.0,4.0,3.0,0.0,3.0,1.0,no
Boeing 777,Australia,Couple Leisure,SYD to LHR,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 777,Hong Kong,Couple Leisure,LHR to HKG,Business Class,1.0,4.0,3.0,4.0,0.0,2.0,1.0,no
Boeing 787-9,Canada,Solo Leisure,YYZ to LHR,Business Class,3.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777,United Kingdom,Couple Leisure,LHR to LIM,Economy Class,3.0,3.0,3.0,3.0,0.0,3.0,3.0,yes
Boeing 747-400,Sweden,Solo Leisure,ARN to DEN via LHR,Economy Class,3.0,4.0,1.0,2.0,0.0,1.0,2.0,no
Boeing 747,United Kingdom,Solo Leisure,CUN to LGW,Economy Class,3.0,4.0,4.0,2.0,0.0,3.0,2.0,no
Boeing 747-400,United Kingdom,Couple Leisure,MAN to SAN via LHR,First Class,4.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777-200ER,United Kingdom,Family Leisure,LGW to TPA,Economy Class,3.0,4.0,5.0,4.0,1.0,3.0,3.0,yes
A380,United Kingdom,Solo Leisure,LAX to LHR,Premium Economy,5.0,4.0,5.0,4.0,0.0,5.0,5.0,yes
Boeing 747-400,Luxembourg,Couple Leisure,FRA to CPT via LHR,Business Class,4.0,5.0,4.0,2.0,0.0,3.0,4.0,yes
Boeing 787,United States,Couple Leisure,BWI to LHR,Economy Class,2.0,3.0,1.0,2.0,0.0,3.0,1.0,no
Boeing 787,United Kingdom,Couple Leisure,BKK to LHR,Premium Economy,4.0,4.0,4.0,2.0,0.0,5.0,3.0,no
A320,United Kingdom,Business,LHR to CPH,Economy Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,LGW to ANU,Economy Class,3.0,3.0,1.0,1.0,1.0,2.0,2.0,no
Boeing 747-400,United Kingdom,Solo Leisure,LHR to CPT,Economy Class,4.0,5.0,3.0,4.0,0.0,5.0,5.0,yes
Boeing 777,Thailand,Couple Leisure,BKK to MAN via LHR,Premium Economy,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777-200,United Kingdom,Couple Leisure,UVF to LGW,First Class,1.0,3.0,4.0,2.0,0.0,1.0,1.0,no
A320,United Kingdom,Solo Leisure,Heathrow to Manchester,Economy Class,3.0,1.0,3.0,1.0,0.0,0.0,1.0,no
A320 / Boeing 767,United Kingdom,Business,LHR to EDI,Economy Class,4.0,3.0,4.0,1.0,0.0,0.0,3.0,yes
Boeing 777,United Kingdom,Solo Leisure,LHR to EZE,Economy Class,1.0,2.0,2.0,2.0,0.0,1.0,2.0,no
A380,Singapore,Solo Leisure,HKG to LHR,Economy Class,1.0,3.0,3.0,3.0,0.0,1.0,4.0,yes
Boeing 777,United States,Family Leisure,LHR to PHL,Premium Economy,1.0,1.0,1.0,2.0,1.0,2.0,1.0,no
Boeing 747,United States,Business,DFW to BOM via LHR,Business Class,3.0,2.0,3.0,2.0,0.0,2.0,3.0,no
Boeing 787-900,United States,Solo Leisure,LHR to AUS,Business Class,2.0,4.0,4.0,3.0,0.0,3.0,2.0,yes
A380,China,Business,LHR to HKG,Business Class,4.0,4.0,4.0,4.0,0.0,3.0,5.0,yes
A380 and Boeing 777,United States,Solo Leisure,IAD to LHR,Premium Economy,5.0,5.0,5.0,5.0,0.0,0.0,5.0,yes
Boeing 787,United Kingdom,Business,CTU to LHR,Business Class,2.0,3.0,2.0,1.0,1.0,2.0,1.0,no
Boeing 777,United States,Solo Leisure,LHR to SEA,Premium Economy,3.0,2.0,4.0,2.0,0.0,3.0,3.0,yes
Boeing 777,United States,Solo Leisure,SEA to LHR,Business Class,4.0,3.0,2.0,3.0,0.0,4.0,2.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,LGW to UVF,First Class,3.0,2.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777-300 / A380,Australia,Business,SYD to LHR via SIN,Economy Class,3.0,2.0,4.0,2.0,0.0,3.0,4.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,LHR to CPT,Economy Class,1.0,1.0,4.0,1.0,2.0,2.0,1.0,no
Boeing 787,United Kingdom,Couple Leisure,LHR to YYC,Premium Economy,5.0,5.0,5.0,3.0,4.0,4.0,4.0,yes
A320,United Kingdom,Business,LHR to LIS,Business Class,1.0,2.0,1.0,1.0,0.0,1.0,1.0,no
A380 800,United Kingdom,Couple Leisure,LHR to HKG,Economy Class,1.0,2.0,3.0,1.0,3.0,4.0,2.0,no
Boeing 777,United Kingdom,Family Leisure,LHR to BKK,Economy Class,2.0,2.0,4.0,2.0,1.0,1.0,2.0,no
A321,United Kingdom,Couple Leisure,LHR to MAD,Business Class,4.0,4.0,4.0,4.0,0.0,0.0,3.0,yes
Boeing 777,Australia,Couple Leisure,SIN to  SYD,Business Class,2.0,1.0,1.0,2.0,0.0,2.0,1.0,no
A321,United Kingdom,Business,LHR to ZRH,Business Class,1.0,2.0,3.0,1.0,1.0,1.0,1.0,no
A380,United Kingdom,Family Leisure,LHR to HKG,Economy Class,1.0,2.0,3.0,0.0,0.0,0.0,2.0,no
A380,United Kingdom,Business,SIN to LHR,First Class,5.0,5.0,3.0,5.0,0.0,4.0,4.0,yes
Boeing 777-200ER,Malaysia,Solo Leisure,JFK to LHR,Economy Class,4.0,4.0,4.0,4.0,0.0,3.0,4.0,yes
Boeing 777,United Kingdom,Business,LHR to YYZ,First Class,5.0,5.0,5.0,4.0,0.0,4.0,5.0,yes
Boeing 787-800,United Kingdom,Couple Leisure,MAA to LHR,Business Class,5.0,5.0,3.0,5.0,3.0,3.0,3.0,no
A380,Singapore,Business,SIN to LHR,Premium Economy,5.0,5.0,5.0,5.0,5.0,4.0,5.0,yes
Boeing 777,United Kingdom,Couple Leisure,TLV to LHR,Economy Class,3.0,5.0,3.0,5.0,0.0,4.0,4.0,yes
A320,United Kingdom,Solo Leisure,RAK to LGW,Business Class,4.0,5.0,2.0,3.0,0.0,0.0,3.0,yes
Boeing 747-400,United States,Solo Leisure,LHR to SFO,First Class,3.0,3.0,2.0,3.0,0.0,3.0,3.0,no
Boeing 777-200,United Kingdom,Family Leisure,LHR to YYZ,Economy Class,3.0,4.0,5.0,3.0,0.0,3.0,4.0,yes
Boeing 747-400,Germany,Business,DUS to BOS via LHR,Business Class,3.0,5.0,3.0,2.0,0.0,5.0,2.0,no
A380,United Kingdom,Business,LHR to SIN,First Class,5.0,5.0,5.0,5.0,0.0,4.0,5.0,yes
A320,United Kingdom,Business,LHR to BHD,Economy Class,4.0,5.0,5.0,4.0,0.0,0.0,3.0,yes
Boeing 737,United Kingdom,Solo Leisure,LHR to KBP,Economy Class,3.0,4.0,4.0,3.0,2.0,2.0,4.0,yes
Boeing 747-400,United Kingdom,Solo Leisure,LHR to LAS,First Class,5.0,5.0,4.0,5.0,0.0,2.0,4.0,yes
Various,Thailand,Business,BKK to LHR via LAD & ABV,Economy Class,1.0,1.0,2.0,2.0,0.0,1.0,1.0,no
A321,United Kingdom,Business,LHR to DME,Economy Class,3.0,2.0,4.0,1.0,0.0,4.0,4.0,yes
Boeing 777,United Kingdom,Business,LGW to BGI,Economy Class,2.0,1.0,4.0,1.0,0.0,2.0,1.0,no
A380,United Kingdom,Couple Leisure,JNB to LHR,First Class,5.0,3.0,2.0,1.0,0.0,3.0,1.0,no
A380,United Kingdom,Couple Leisure,MIA to LHR,Premium Economy,5.0,4.0,3.0,4.0,0.0,5.0,4.0,yes
Boeing 787-900,United Kingdom,Couple Leisure,LHR to BWI,Premium Economy,5.0,5.0,5.0,4.0,0.0,5.0,5.0,yes
A320,United Kingdom,Solo Leisure,SOF to LHR,Economy Class,1.0,2.0,1.0,1.0,0.0,0.0,1.0,no
Boeing 787-800 / 777-200,Canada,Couple Leisure,YYZ to LHR,First Class,4.0,4.0,1.0,1.0,0.0,4.0,2.0,no
A380,United States,Couple Leisure,LHR to IAD,First Class,5.0,5.0,5.0,4.0,0.0,4.0,4.0,yes
Boeing 747-400,United States,Couple Leisure,DFW to LHR,First Class,5.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
A320,Portugal,Business,LHR to LIS,Economy Class,5.0,2.0,1.0,1.0,0.0,0.0,2.0,no
A380-800,United Kingdom,Family Leisure,LHR to MIA,Economy Class,3.0,3.0,2.0,1.0,0.0,1.0,2.0,no
A320,Portugal,Business,LIS to LHR,Economy Class,5.0,5.0,5.0,5.0,0.0,0.0,5.0,yes
Boeing 787,United Kingdom,Family Leisure,LHR to DXB,First Class,3.0,4.0,2.0,2.0,0.0,3.0,2.0,no
Boeing 777,United Kingdom,Couple Leisure,DXB to LHR,First Class,3.0,4.0,2.0,1.0,0.0,3.0,2.0,no
A320,United Kingdom,Solo Leisure,LGW to ALC,Business Class,2.0,2.0,3.0,3.0,0.0,0.0,3.0,yes
Boeing 777-200,United Kingdom,Solo Leisure,LHR to BKK,Premium Economy,2.0,2.0,2.0,1.0,1.0,1.0,2.0,no
Boeing 777,United Kingdom,Couple Leisure,LGW to BGI,Premium Economy,1.0,1.0,1.0,1.0,0.0,3.0,1.0,no
Boeing 747-400 / A380,South Africa,Solo Leisure,JNB to CLT via LHR,Economy Class,1.0,1.0,1.0,3.0,0.0,2.0,3.0,no
A380,United Kingdom,Couple Leisure,LHR to LAX,First Class,5.0,5.0,4.0,5.0,0.0,5.0,5.0,yes
Boeing 777,United Kingdom,Couple Leisure,MRU to LGW,Premium Economy,2.0,1.0,3.0,1.0,0.0,1.0,1.0,no
A320,Greece,Solo Leisure,ATH to LHR,Economy Class,3.0,5.0,5.0,1.0,0.0,0.0,1.0,no
Boeing 787-9,United Kingdom,Couple Leisure,LHR to KUL,First Class,3.0,4.0,4.0,3.0,0.0,3.0,3.0,yes
Boeing 767-300,Cyprus,Business,LCA to LHR,Economy Class,2.0,2.0,2.0,1.0,0.0,1.0,1.0,no
Boeing 777-200,United Kingdom,Family Leisure,LGW to MCO,Business Class,1.0,1.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 777,United Kingdom,Solo Leisure,LHR to BKK,Economy Class,3.0,4.0,3.0,1.0,0.0,3.0,3.0,yes
A319,United Kingdom,Business,LHR to GVA,Business Class,2.0,5.0,4.0,1.0,0.0,0.0,2.0,no
A380-800,United Kingdom,Couple Leisure,LHR to LAX,Economy Class,4.0,5.0,4.0,4.0,0.0,4.0,4.0,yes
Boeing 777,United Kingdom,Couple Leisure,UVF  to LGW,Premium Economy,2.0,2.0,5.0,1.0,0.0,2.0,1.0,no
A319,United Kingdom,Family Leisure,LGW to VLC,Economy Class,3.0,4.0,4.0,3.0,0.0,0.0,4.0,yes
Boeing 747-400,United Kingdom,Couple Leisure,LHR to JFK,Economy Class,2.0,3.0,1.0,2.0,0.0,3.0,3.0,no
A320,United Kingdom,Business,LHR to OTP,Business Class,2.0,4.0,2.0,1.0,0.0,0.0,1.0,no
Boeing 787,United Kingdom,Solo Leisure,ICN to LHR,Economy Class,4.0,5.0,4.0,5.0,0.0,5.0,4.0,yes
A380 and Boeing 737-800,United Kingdom,Solo Leisure,LHR to CPT via JNB,Economy Class,4.0,5.0,3.0,4.0,0.0,4.0,5.0,yes
A380,United Kingdom,Couple Leisure,HKG to LHR,Business Class,3.0,3.0,3.0,2.0,0.0,1.0,2.0,no
Boeing 747-400,United States,Solo Leisure,LHR to ORD,Business Class,5.0,5.0,5.0,5.0,0.0,5.0,5.0,yes
Boeing 747-400,Canada,Solo Leisure,YVR to LHR,Economy Class,3.0,2.0,2.0,1.0,0.0,2.0,2.0,no
A380,United Kingdom,Couple Leisure,LHR to MIA,Premium Economy,4.0,5.0,5.0,4.0,0.0,1.0,4.0,yes
"Boeing 747-400,  A320, A319",Kuwait,Solo Leisure,KWI to EDI via LHR,Economy Class,5.0,5.0,5.0,4.0,0.0,5.0,5.0,yes
A319,Belgium,Business,LHR to BRU,Business Class,1.0,1.0,1.0,1.0,0.0,1.0,1.0,no
A320,Netherlands,Business,MLA to LGW,Business Class,3.0,5.0,1.0,3.0,0.0,0.0,3.0,yes
Boeing 777-200,United Kingdom,Couple Leisure,BKK to LHR,Business Class,3.0,3.0,3.0,2.0,0.0,3.0,3.0,no
A319,United Kingdom,Family Leisure,LGW to Pisa,Business Class,1.0,4.0,1.0,2.0,0.0,0.0,1.0,no
Boeing 747 400,United Kingdom,Couple Leisure,LHR to LAX,Business Class,5.0,3.0,5.0,4.0,0.0,2.0,4.0,yes
Boeing 777-300,United Kingdom,Business,HND to LHR,Premium Economy,2.0,2.0,3.0,1.0,0.0,3.0,2.0,no
Boeing 747,United Kingdom,Solo Leisure,LHR to BOS,First Class,4.0,4.0,4.0,3.0,3.0,4.0,4.0,yes
A380,United Kingdom,Couple Leisure,SFO to MAN via LHR,Economy Class,2.0,1.0,1.0,1.0,0.0,1.0,1.0,no
Boeing 777-200,United Kingdom,Couple Leisure,LHR to SFO,Economy Class,1.0,1.0,2.0,2.0,0.0,1.0,1.0,no
A380,United Kingdom,Business,LHR to SIN,First Class,4.0,4.0,1.0,3.0,0.0,3.0,1.0,no
"Boeing 747, A380",South Africa,Business,JNB to ATH via LHR,First Class,3.0,4.0,4.0,2.0,0.0,3.0,1.0,no
A320,United Kingdom,Couple Leisure,LGW to MLA,Business Class,1.0,1.0,1.0,3.0,0.0,0.0,1.0,no
A319,United Kingdom,Family Leisure,LGW to NCE,Economy Class,3.0,3.0,3.0,2.0,0.0,0.0,3.0,no
Boeing 787-9,Ireland,Solo Leisure,LHR to KUL,First Class,4.0,1.0,2.0,1.0,0.0,1.0,2.0,no
A321-200,United Kingdom,Solo Leisure,PMI to LHR,Economy Class,5.0,5.0,5.0,5.0,0.0,0.0,5.0,yes
Boeing 787,Ireland,Couple Leisure,LHR to ICN,Economy Class,1.0,4.0,3.0,4.0,4.0,5.0,3.0,no
Boeing 777 / A320,Czech Republic,Couple Leisure,SEA to PRG via LHR,Economy Class,3.0,1.0,1.0,1.0,0.0,3.0,2.0,no
A380,Australia,Family Leisure,SIN to LHR,Economy Class,1.0,2.0,2.0,1.0,2.0,1.0,2.0,no
A380,United States,Couple Leisure,IAD to NBO via LHR,First Class,2.0,4.0,2.0,4.0,0.0,3.0,3.0,no
A320,United Kingdom,Family Leisure,AGP to LGW,Economy Class,2.0,4.0,4.0,1.0,0.0,0.0,1.0,no
Boeing 777,United Kingdom,Couple Leisure,LGW to MRU,Business Class,3.0,4.0,4.0,2.0,0.0,0.0,2.0,no
Boeing 787-8 / A320,Canada,Couple Leisure,YYC to FCO via LHR,Business Class,2.0,5.0,1.0,5.0,0.0,3.0,1.0,no
Boeing 747-400,United Kingdom,Solo Leisure,LHR to DEN,Economy Class,3.0,2.0,3.0,1.0,0.0,1.0,3.0,yes
Boeing 777,United Arab Emirates,Business,DXB to DUB via LHR,First Class,4.0,4.0,1.0,2.0,1.0,2.0,1.0,no
Boeing 747-400,United Kingdom,Couple Leisure,LAS to LHR,Economy Class,2.0,2.0,4.0,2.0,1.0,1.0,1.0,no
Boeing 747,Portugal,Solo Leisure,BOS to LHR,Economy Class,4.0,5.0,2.0,4.0,0.0,4.0,4.0,yes
A320,Portugal,Solo Leisure,LHR to LIS,Economy Class,5.0,5.0,4.0,4.0,0.0,0.0,5.0,yes
Boeing 777 / 747,Canada,Business,YYZ to LIS via LHR,Premium Economy,3.0,4.0,4.0,1.0,0.0,1.0,3.0,no
Boeing 777,United States,Couple Leisure,LHR to ATL,Premium Economy,3.0,2.0,2.0,3.0,0.0,3.0,3.0,no
Boeing 777,United States,Couple Leisure,BOS to LHR,Economy Class,3.0,4.0,1.0,2.0,0.0,5.0,4.0,yes
A380,United Kingdom,Couple Leisure,JNB to LHR,Business Class,1.0,2.0,3.0,1.0,1.0,1.0,2.0,no
A319,United Kingdom,Couple Leisure,LHR to BGO,Economy Class,3.0,4.0,3.0,3.0,0.0,0.0,3.0,yes
Boeing 777,United Kingdom,Couple Leisure,LGW to MRU,Economy Class,3.0,1.0,3.0,1.0,0.0,2.0,2.0,no
Boeing 767,United Kingdom,Family Leisure,LCA to LHR,Economy Class,3.0,3.0,2.0,3.0,0.0,1.0,2.0,no
A380,Australia,Couple Leisure,SIN to LHR,First Class,4.0,5.0,4.0,4.0,0.0,0.0,4.0,yes
Boeing 777,United Kingdom,Family Leisure,SJO to LGW,Economy Class,1.0,3.0,3.0,1.0,1.0,1.0,3.0,no
Boeing 777-200,United Kingdom,Couple Leisure,LHR to BKK,Business Class,3.0,3.0,5.0,2.0,0.0,3.0,3.0,no
Boeing 777,Australia,Couple Leisure,MEL to SIN via SYD,First Class,3.0,4.0,5.0,4.0,0.0,4.0,4.0,yes
Boeing 767,United Kingdom,Couple Leisure,LHR to AMS,Business Class,3.0,4.0,5.0,3.0,0.0,0.0,4.0,yes
Boeing 787,United States,Solo Leisure,SJC to LHR,Premium Economy,4.0,3.0,1.0,3.0,0.0,4.0,4.0,yes
A319,United Kingdom,Solo Leisure,LGW to OPO,Economy Class,4.0,4.0,3.0,2.0,0.0,0.0,4.0,yes
Boeing 747-400 / 777,New Zealand,Solo Leisure,BAH to BOS via LHR,Business Class,2.0,2.0,3.0,3.0,0.0,2.0,3.0,no
Boeing 777,Argentina,Solo Leisure,LGW to JFK,Business Class,2.0,5.0,3.0,4.0,0.0,4.0,4.0,yes
A320,United Kingdom,Couple Leisure,LHR to KGS,Economy Class,3.0,5.0,4.0,3.0,0.0,0.0,4.0,yes
A380,Germany,Couple Leisure,LHR to JNB,Economy Class,4.0,5.0,4.0,3.0,0.0,4.0,5.0,yes
Boeing 777-300,United States,Business,ATL to GVA via LHR,Premium Economy,2.0,5.0,1.0,1.0,1.0,1.0,1.0,no
Boeing 777-300,Ireland,Couple Leisure,ATL to LHR,Economy Class,1.0,2.0,1.0,1.0,0.0,4.0,1.0,no
Boeing 787,United Arab Emirates,Business,AUH to LHR,Premium Economy,4.0,4.0,3.0,4.0,0.0,4.0,4.0,yes
Boeing 777-200,United Kingdom,Family Leisure,London to JFK,Premium Economy,2.0,2.0,3.0,1.0,0.0,1.0,2.0,no
A380,United Kingdom,Business,LHR to JNB,Economy Class,3.0,2.0,3.0,3.0,0.0,2.0,2.0,yes
Boeing 787,United Arab Emirates,Family Leisure,AUH to LHR,Economy Class,2.0,1.0,1.0,2.0,0.0,3.0,3.0,no
A319,United Kingdom,Family Leisure,LGW to AGP,Economy Class,2.0,5.0,2.0,1.0,0.0,0.0,3.0,no
Boeing 747,United States,Family Leisure,LHR to SEA,Economy Class,3.0,4.0,1.0,1.0,0.0,4.0,2.0,no
